0,0
4EBP1pS65,2.490571
RbpS807,2.8777843
MAPKpT202,1.9101198
MEKpS217,2.0441942
S6,2.731031
PAI-1,2.570372
AKTpS473,2.5290208
AMPKpT172,1.5240431
b-Catenin,2.043235
BIM,2.3439655
Caveolin,1.4640113
CyclinB1,3.1310086
CyclinD1,3.0161343
GSK3abpS21,2.18465
GSKpS9,2.5738134
IGFBP2,0.8255412
p38pT180,1.0311089
p53,1.6879239
p70S6KpT389,2.1630087
SRCpY527,1.5131217
STAT3pY705,1.8692119
TSC2pT1462,2.7730339
YAPpS127,1.7824488
ACC1,1.8224907
AKTpT308,2.5909145
AKT,1.6899817
b-CateninpS,1.6430529
Fibronectin,0.8348101
HSP27,0.23508584
IGF1R-beta,1.1809646
IRS1,1.7757616
p27,1.5886996
c-Myc,2.125377
SMAD3,2.19087
STAT3,0.99982494
STAT5,0.99052674
STAT5pY694,2.650141
COX2,1.4418509
PAX2,2.8145022
PLK1,1.9641346
YBIpS102,1.0826339
CHK2pT68,2.6477468
S6pS235,4.4080596
S6pS240,3.223456
4EBP1pT37,3.4363687
Caspase9,1.5625318
a-tubulin,1.2475197
ATMpS1981,0.937059
ATR,1.1220322
BAK,1.9896616
BCL-XL,2.7313428
BCL2,0.05082324
bRAF,0.91010857
c-JUNpS73,1.0823814
Casp9cAsp31,0.7589333
CHK1pS345,0.40843236
cRAFV,1.2768065
EGFRV,2.104949
ELK1pS383,1.9051285
ERa,1.545132
GATA3,3.321734
GSK3ab,0.9073094
mTORpS2448,2.2184772
p21,1.3871778
STAT6pY641,1.8246678
TAZpS89,1.581605
XRCC1,0.86571944
PCNA,2.5492785
PDK1pS241,0.92823744
PI3Kp85,1.4310813
PKCa,0.6673013
RAD51,2.6886623
SRCpY416,0.484324
4EBP1pT70,1.9095637
ACCpS79,2.195873
Collagenase,3.1375973
CyclinE1,0.93095404
IRS1pS307,0.54168
p38,1.7248546
SMAD3pS423,0.82632524
TSC2,2.1065378
SRC,1.9989156
G2M,1.2763103
G1arrest,0.84226614
G2arrest,3.4474099
Sarrest,2.6424751
cellviab,4.0825696
aMEK,-3.0381925
aAKT,3.616433
aHDAC,-0.61269164
aMDM2,1.7169142
aJAK,-0.10797153
aBRAFm,0.95799404
aPKC,0.9280625
aSTAT3,-0.80108863
amTOR,3.381828
aPI3K,2.0371833
aCDK4,2.8754566
aSRC,0.539079
