0,0
4EBP1pS65,0.8261135
RbpS807,1.0451721
MAPKpT202,0.74426794
MEKpS217,0.75798446
S6,0.78340626
PAI-1,1.0568866
AKTpS473,0.8699992
AMPKpT172,1.4212886
b-Catenin,1.0304693
BIM,1.1376129
Caveolin,1.0744461
CyclinB1,1.2217433
CyclinD1,1.0487307
GSK3abpS21,0.68303114
GSKpS9,0.78237563
IGFBP2,1.7306778
p38pT180,2.0609822
p53,0.9857981
p70S6KpT389,0.7939903
SRCpY527,1.9370254
STAT3pY705,1.5663352
TSC2pT1462,0.66938925
YAPpS127,0.72493863
ACC1,0.7048086
AKTpT308,0.654194
AKT,0.9157376
b-CateninpS,2.4309978
Fibronectin,0.63264453
HSP27,1.6143298
IGF1R-beta,1.438039
IRS1,0.70250034
p27,2.5184257
c-Myc,3.0272
SMAD3,0.95997417
STAT3,2.184711
STAT5,2.9425986
STAT5pY694,0.9988715
COX2,1.0229106
PAX2,1.0816693
PLK1,0.84816694
YBIpS102,1.8508594
CHK2pT68,0.93759936
S6pS235,0.95928216
S6pS240,0.73372936
4EBP1pT37,1.1578861
Caspase9,2.0673387
a-tubulin,1.5056713
ATMpS1981,1.7683411
ATR,1.9206823
BAK,0.68376076
BCL-XL,1.0520631
BCL2,1.5900153
bRAF,1.8670373
c-JUNpS73,1.5451885
Casp9cAsp31,1.811809
CHK1pS345,2.3596172
cRAFV,1.4382157
EGFRV,2.2744555
ELK1pS383,1.4788811
ERa,0.5366917
GATA3,1.3185627
GSK3ab,1.6191933
mTORpS2448,0.73360413
p21,2.4089575
STAT6pY641,2.3891966
TAZpS89,2.117732
XRCC1,1.8943518
PCNA,0.7424994
PDK1pS241,1.5915323
PI3Kp85,1.9818347
PKCa,2.0498712
RAD51,0.7776778
SRCpY416,2.0322585
4EBP1pT70,0.62271494
ACCpS79,0.9887844
Collagenase,0.73652923
CyclinE1,1.8141257
IRS1pS307,2.1045253
p38,1.0731235
SMAD3pS423,1.3525181
TSC2,0.74689525
SRC,2.3002095
G2M,3.4569175
G1arrest,2.249041
G2arrest,1.170451
Sarrest,0.60982966
cellviab,1.8165083
aMEK,4.5347085
aAKT,2.4745135
aHDAC,3.7500558
aMDM2,2.8860812
aJAK,10.729956
aBRAFm,1.0007806
aPKC,1.7403369
aSTAT3,6.528417
amTOR,1.3028533
aPI3K,1.5889943
aCDK4,2.6498187
aSRC,1.012978
