0,0
4EBP1pS65,0.6372515
RbpS807,0.6971964
MAPKpT202,0.55413544
MEKpS217,0.5730624
S6,0.3982253
PAI-1,0.80920684
AKTpS473,0.9572602
AMPKpT172,1.0423882
b-Catenin,0.7952204
BIM,0.8590475
Caveolin,0.9144017
CyclinB1,0.9699108
CyclinD1,0.840155
GSK3abpS21,0.4335863
GSKpS9,0.46822003
IGFBP2,1.755592
p38pT180,2.159258
p53,0.6110183
p70S6KpT389,0.5278852
SRCpY527,1.8936019
STAT3pY705,1.1263705
TSC2pT1462,0.45626882
YAPpS127,0.47476906
ACC1,0.4013954
AKTpT308,0.5737754
AKT,0.7631059
b-CateninpS,1.991623
Fibronectin,0.39405823
HSP27,2.1120324
IGF1R-beta,1.1523015
IRS1,0.38851717
p27,2.1318612
c-Myc,2.6898563
SMAD3,0.5998604
STAT3,2.1350892
STAT5,2.7850873
STAT5pY694,0.6083408
COX2,1.1982819
PAX2,0.68800396
PLK1,0.5344714
YBIpS102,2.1971514
CHK2pT68,0.5957315
S6pS235,1.6630234
S6pS240,1.35061
4EBP1pT37,0.86493117
Caspase9,1.7310396
a-tubulin,1.2297027
ATMpS1981,1.7262046
ATR,1.7666421
BAK,0.42656317
BCL-XL,0.69073015
BCL2,2.105275
bRAF,1.8742195
c-JUNpS73,1.3970575
Casp9cAsp31,1.8187675
CHK1pS345,2.173709
cRAFV,1.1766785
EGFRV,1.6354418
ELK1pS383,1.1060414
ERa,0.17498346
GATA3,0.8714252
GSK3ab,1.5190326
mTORpS2448,0.29306546
p21,2.043908
STAT6pY641,1.9107879
TAZpS89,1.7412599
XRCC1,1.8046575
PCNA,0.41792104
PDK1pS241,1.4782006
PI3Kp85,1.7135873
PKCa,2.1007242
RAD51,0.4262822
SRCpY416,2.2203338
4EBP1pT70,0.316214
ACCpS79,0.6476021
Collagenase,0.5447046
CyclinE1,1.7676398
IRS1pS307,2.279782
p38,0.59365094
SMAD3pS423,1.3395392
TSC2,0.5371326
SRC,1.8414955
G2M,3.3286195
G1arrest,2.493519
G2arrest,0.9091105
Sarrest,0.5086197
cellviab,1.5887108
aMEK,4.601246
aAKT,2.2992554
aHDAC,4.1853423
aMDM2,2.2963195
aJAK,10.106851
aBRAFm,1.3446419
aPKC,2.484862
aSTAT3,6.4665203
amTOR,1.0460702
aPI3K,1.5761118
aCDK4,2.775546
aSRC,1.4522498
