0,0
4EBP1pS65,0.857432
RbpS807,1.0078853
MAPKpT202,0.77653444
MEKpS217,0.7582684
S6,0.7810865
PAI-1,1.0619949
AKTpS473,0.9155019
AMPKpT172,1.5232795
b-Catenin,1.0929579
BIM,1.0667826
Caveolin,1.1173457
CyclinB1,1.2228675
CyclinD1,1.0743884
GSK3abpS21,0.68952703
GSKpS9,0.7884894
IGFBP2,1.9409282
p38pT180,2.3258839
p53,0.9704537
p70S6KpT389,0.7433916
SRCpY527,2.2443283
STAT3pY705,1.6911014
TSC2pT1462,0.627857
YAPpS127,0.69716847
ACC1,0.6872339
AKTpT308,0.6707915
AKT,0.9836787
b-CateninpS,2.4712536
Fibronectin,0.72339875
HSP27,2.203821
IGF1R-beta,1.6081322
IRS1,0.716274
p27,2.6433375
c-Myc,3.1090837
SMAD3,0.9277603
STAT3,2.3000348
STAT5,3.080084
STAT5pY694,0.9529876
COX2,1.242608
PAX2,0.96749955
PLK1,0.8869669
YBIpS102,2.262279
CHK2pT68,0.8944595
S6pS235,1.1193924
S6pS240,0.88304865
4EBP1pT37,1.1179844
Caspase9,2.069209
a-tubulin,1.6740373
ATMpS1981,1.958826
ATR,2.1493227
BAK,0.7058953
BCL-XL,1.0575925
BCL2,2.104113
bRAF,2.2032735
c-JUNpS73,1.7424701
Casp9cAsp31,2.1148093
CHK1pS345,2.3728743
cRAFV,1.607596
EGFRV,2.3316338
ELK1pS383,1.4809283
ERa,0.5385289
GATA3,1.2612386
GSK3ab,1.8486077
mTORpS2448,0.68466264
p21,2.4917068
STAT6pY641,2.4800217
TAZpS89,2.1658008
XRCC1,2.10507
PCNA,0.7998836
PDK1pS241,1.7632916
PI3Kp85,2.038978
PKCa,2.325863
RAD51,0.6877052
SRCpY416,2.4016156
4EBP1pT70,0.6219897
ACCpS79,0.9574158
Collagenase,0.70359856
CyclinE1,1.9643899
IRS1pS307,2.5554216
p38,1.0667137
SMAD3pS423,1.6349645
TSC2,0.75603646
SRC,2.4721224
G2M,3.6906734
G1arrest,2.6192389
G2arrest,1.2048123
Sarrest,0.5985227
cellviab,2.0404522
aMEK,4.7584357
aAKT,2.3850312
aHDAC,4.056132
aMDM2,2.9166455
aJAK,10.620063
aBRAFm,0.9847629
aPKC,1.7954717
aSTAT3,6.5131173
amTOR,1.3085278
aPI3K,1.5112352
aCDK4,2.7835424
aSRC,1.1438938
