0,0
4EBP1pS65,1.1755031
RbpS807,2.080002
MAPKpT202,0.657691
MEKpS217,0.41058636
S6,1.6962008
PAI-1,1.5635247
AKTpS473,1.2338532
AMPKpT172,1.080733
b-Catenin,1.0542749
BIM,1.7915423
Caveolin,0.5610605
CyclinB1,1.5402339
CyclinD1,1.5922163
GSK3abpS21,1.3229903
GSKpS9,1.1091564
IGFBP2,0.6042501
p38pT180,1.4058658
p53,0.8181241
p70S6KpT389,1.3301095
SRCpY527,1.5042762
STAT3pY705,1.3946522
TSC2pT1462,1.6588354
YAPpS127,0.47006148
ACC1,0.5127889
AKTpT308,1.7261674
AKT,0.43435583
b-CateninpS,1.8685125
Fibronectin,0.48991796
HSP27,0.40125716
IGF1R-beta,1.1560894
IRS1,0.5255169
p27,1.7109548
c-Myc,1.861372
SMAD3,1.1582506
STAT3,0.9509126
STAT5,1.6276355
STAT5pY694,1.7183295
COX2,0.5361406
PAX2,1.6236562
PLK1,1.0338892
YBIpS102,1.0860317
CHK2pT68,1.7960825
S6pS235,3.093831
S6pS240,2.3436608
4EBP1pT37,1.4465972
Caspase9,1.1644223
a-tubulin,1.036737
ATMpS1981,0.8568931
ATR,0.9287612
BAK,0.8098772
BCL-XL,1.825717
BCL2,0.4181516
bRAF,0.7787834
c-JUNpS73,0.7166907
Casp9cAsp31,0.5072737
CHK1pS345,0.48293132
cRAFV,0.48549235
EGFRV,1.7861238
ELK1pS383,1.5138966
ERa,0.55561906
GATA3,1.8216468
GSK3ab,0.4336591
mTORpS2448,1.422873
p21,1.55159
STAT6pY641,1.769511
TAZpS89,1.5811263
XRCC1,0.5895671
PCNA,1.5241873
PDK1pS241,1.1202303
PI3Kp85,1.6021774
PKCa,0.64197844
RAD51,1.8299273
SRCpY416,0.51558834
4EBP1pT70,1.0921235
ACCpS79,1.1742972
Collagenase,1.4635961
CyclinE1,1.1660486
IRS1pS307,0.6131135
p38,0.6494665
SMAD3pS423,0.48430943
TSC2,0.9143418
SRC,1.7450312
G2M,1.3181635
G1arrest,0.53136235
G2arrest,2.2170794
Sarrest,0.4903596
cellviab,1.9512662
aMEK,-5.2111583
aAKT,3.1612813
aHDAC,-1.3541434
aMDM2,1.4161328
aJAK,-1.638892
aBRAFm,0.58658373
aPKC,-0.72850966
aSTAT3,-0.124832906
amTOR,2.7114184
aPI3K,1.4127623
aCDK4,2.8903964
aSRC,0.35572731
